index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
bdcd1b1a71bf831281e7dbc8a1a8ee04,2025-10-13T14:48:58Z,'landslide',www.breitbart.com,en,0.0,VIDEO -- Tragic: 64 Dead in Mexico After Devastating Floods and Landslides,"Numerous people are dead in Mexico after heavy rains caused flooding and landslides, and video footage shows the devastation left behind. 
The post VIDEO — Tragic: 64 Dead in Mexico After Devastating Floods and Landslides appeared first on Breitbart.",https://www.breitbart.com/weather/2025/10/13/video-tragic-64-dead-in-mexico-after-devastating-floods-and-landslides/,https://media.breitbart.com/media/2025/10/mexico-floods-640x335.jpg,,"Numerous people are dead in Mexico after heavy rains caused flooding and landslides, and video footage shows the devastation left behind.
The Associated Press (AP) reported Sunday that authorities a… [+2047 chars]",
d874cbe512eafcd7a5a29cf1670d7634,2025-10-13T15:35:00Z,'landslide',nypost.com,en,0.0,"Mexico searches for missing people after torrential rains, at least 47 dead","The death toll from Mexico’s torrential rains rose to 47 on Sunday as the fallout mounted from flooding and landslides in different states around the country, as the authorities were rushing to help affected residents, look for missing people and try to clean…",https://nypost.com/2025/10/13/world-news/mexico-searches-for-missing-people-after-torrential-rains/,https://nypost.com/wp-content/uploads/sites/2/2025/10/newspress-collage-35bypk7th-1760368782979.jpg?quality=75&strip=all&1760354422&w=1024,,"The death toll from Mexicos torrential rains rose to 47 on Sunday as the fallout mounted from flooding and landslides in different states around the country, as the authorities were rushing to help a… [+2538 chars]",
69b90796426d8f5057c3ef2184a7cdaf,2025-10-14T17:03:21Z,'landslide',www.ibtimes.com,en,0.0,"Survivors In Flood-hit Mexico Need Food, Fear More Landslides",Cira Gonzalez survived a landslide that struck last week but fears her house could still collapse at any moment following torrential rains that have left 129 people dead or missing in Mexico.,https://www.ibtimes.com/survivors-flood-hit-mexico-need-food-fear-more-landslides-3786960,https://d.ibtimes.com/en/full/4628451/local-walks-past-landslide-entrance-town-san-bartolo-tutotepec-hidalgo-state-mexico.jpg,,"Cira Gonzalez survived a landslide that struck last week but fears her house could still collapse at any moment following torrential rains that have left 129 people dead or missing in Mexico.
Gonzal… [+2877 chars]",
4e4c95a7583e857628525c18c0119c25,2025-10-15T18:06:17Z,'landslide',www.ibtimes.com,en,0.0,"Flood-hit Mexican Town Digs Out Debris, Fearing Disease Outbreaks","Mexican survivors of floods and landslides that killed at least 66 people last week have appealed for urgent aid, saying they are worried about disease outbreaks as rotting animal carcasses pile up in the mud.",https://www.ibtimes.com/flood-hit-mexican-town-digs-out-debris-fearing-disease-outbreaks-3787161,https://d.ibtimes.com/en/full/4628850/street-mexican-town-huehuetla-where-flooding-caused-heavy-rains-caused-widespread-devastation.jpg,,"Mexican survivors of floods and landslides that killed at least 66 people last week have appealed for urgent aid, saying they are worried about disease outbreaks as rotting animal carcasses pile up i… [+2180 chars]",
1cf1c5081f49ee15f08dd5febceaffea,2025-10-16T20:41:53Z,'rock fall',consequence.net,en,0.0,Former KISS Guitarist Ace Frehley on Life Support: Report,"The rock legend apparently suffered a brain bleed following a fall at his studio.
Former KISS Guitarist Ace Frehley on Life Support: Report
Spencer Kaufman",https://consequence.net/2025/10/kiss-ace-frehley-life-support-report/,https://consequence.net/wp-content/uploads/2024/01/ace-frehley-new-album-10000-volts.jpg,,"Former KISS guitarist Ace Frehley is on life support after suffering a brain bleed following a recent fall at his studio, reports TMZ.
Earlier this month, we reported that Frehley canceled the remai… [+651 chars]",
b72c0db06c6454e8938261ce426cc7ee,2025-10-16T22:15:16Z,'rock fall',consequence.net,en,0.0,"Ace Frehley, Legendary Founding KISS Guitarist, Dead at 74","The rock legend passed away after suffering brain bleed following a fall at his studio.
Ace Frehley, Legendary Founding KISS Guitarist, Dead at 74
Spencer Kaufman",https://consequence.net/2025/10/ace-frehley-kiss-guitarist-dead/,https://consequence.net/wp-content/uploads/2023/12/ace-frehley-2020.jpg,,"Ace Frehley, the legendary founding guitarist of KISS, has died at the age of 74 after reportedly suffering a brain bleed following a recent fall at his studio.
“We are completely devastated and hea… [+2919 chars]",
857118150ec450282fe5de5400ead66e,2025-10-16T22:22:12Z,'rock fall',deadline.com,en,0.0,Ace Frehley Dies: Kiss Founding Guitarist Was 74,"Ace Frehley, who co-founded the rock band Kiss and was its lead guitarist for eight years and nine studio albums and two live discs, died today after spending several weeks hospitalized for a fall. He was 74. Frehley had been on life support with a brain blee…",http://deadline.com/2025/10/ace-frehley-dead-kiss-guitarist-1236589795/,https://deadline.com/wp-content/uploads/2025/10/GettyImages-1315248644.jpg?w=1024,,"Ace Frehley, who co-founded the rock band Kiss and was its lead guitarist for eight years and nine studio albums and two live discs, died today after spending several weeks hospitalized for a fall. H… [+1419 chars]",
1e931ed1a62569cb22ca8fc12ff0f59a,2025-10-16T23:56:29Z,'rock fall',www.tmz.com,en,0.0,"KISS Guitarist Ace Frehley Remembered By Bandmates, Rock Legends","Ace Frehley, the original lead guitarist for KISS, died after being taken off a ventilator following a nasty fall and a brain bleed ... and tributes are pouring in from tons of rockers, including his KISS bandmates Gene Simmons and Paul Stanley. In…",https://www.tmz.com/2025/10/16/kiss-guitarist-ace-frehley-remembered-by-rock-legends/,https://imagez.tmz.com/image/a4/16by9/2025/10/16/a4cea3475210480390633efc03b4fdc1_xl.jpg,,"Ace Frehley, the original lead guitarist for KISS, died after being taken off a ventilator following a nasty fall and a brain bleed ... and tributes are pouring in from tons of rockers, including his… [+1988 chars]",
7414b1d1d9f81ec78ac2bf741becbec9,2025-10-17T15:05:00Z,'rock fall',www.cbsnews.com,en,0.0,"Ace Frehley, Kiss' original lead guitarist, dies","Ace Frehley, the longtime lead guitarist of the rock band Kiss, died Thursday after a recent fall at his home. He was 74 years old. CBS News' Vlad Duthiers looks back at his legacy.",https://www.cbsnews.com/video/ace-frehley-kiss-original-lead-guitarist-dies/,https://assets2.cbsnewsstatic.com/hub/i/r/2025/10/17/4426febb-1602-4edd-9c8d-471907558ffc/thumbnail/1200x630/edefabc410894c868207e9e21e2d3e98/1017-cmo-duthiers.jpg,,Copyright ©2025 CBS Interactive Inc. All rights reserved.,
481781ebf6a95e5eed7b312d23089131,2025-10-21T23:03:11Z,'landslide',www.cbc.ca,en,0.0,B.C. has seen a lake tsunami before — and it could happen again,"In 2007, a massive landslide crashed into B.C.'s Lake Chehalis, triggering a tsunami that surged 38 metres up the shore — one of the most dramatic inland waves ever recorded. CBC’s Johanna Wagstaffe looks into how scientists were able to reconstruct the event…",https://www.cbc.ca/news/canada/british-columbia/bc-lake-tsunami-9.6947750,"https://i.cbc.ca/ais/3d447c28-503e-4e88-9e93-82f1918a0d95,1761080726697/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C378%2C4032%2C2268%29%3BResize%3D620",,"You've heard of a tsunami, a series of waves caused in a body of water by the displacement of that water. Warnings about tsunamis are often issued for communities near the ocean following powerful ea… [+693 chars]",
55d50c8c0bf849c14c64664eaca7d82d,2025-10-23T14:44:00Z,'landslide road',www.thestar.com.my,en,0.0,Dashcam footage of Penang landslide shows tonnes of earth narrowly missing vehicles,"GEORGE TOWN: Dashcam footage has emerged showing the moment the hillside gave way along Jalan Tun Sardon, sending tonnes of earth cascading onto the road and narrowly missing several vehicles. Read full story",https://www.thestar.com.my/news/nation/2025/10/23/dashcam-footage-of-penang-landslide-shows-tonnes-of-earth-narrowly-missing-vehicles,https://apicms.thestar.com.my/uploads/images/2025/10/23/3585127.jpg,,"GEORGE TOWN: Dashcam footage has emerged showing the moment the hillside gave way along Jalan Tun Sardon, sending tonnes of earth cascading onto the road and narrowly missing several vehicles.
Foota… [+2373 chars]",
8d166c47e6dee5f916fae8b1789279eb,2025-10-24T07:00:00Z,'landslide',www.thestar.com.my,en,0.0,"Jln Tun Sardon landslide: Cleanup underway, technical probe to follow, says Zairil",Read full story,https://www.thestar.com.my/news/nation/2025/10/24/jln-tun-sardon-landslide-cleanup-underway-technical-probe-to-follow-says-zairil,https://apicms.thestar.com.my/uploads/images/2025/10/24/3586271.JPG,,"BALIK PULAU: A detailed technical investigation into the landslide incident along Jalan Tun Sardon (Bukit Baru) here will be carried out once cleanup works at the site have been completed, said Penan… [+2166 chars]",
fc3f81d44b0c9d723b2bd6adc09d9fe6,2025-10-25T06:03:00Z,'landslide',www.thestar.com.my,en,0.0,Jalan Tun Sardon to remain closed following six new landslides,BALIK PULAU: Jalan Tun Sardon (Bukit Baru) will be closed until further notice following six new landslides. Read full story,https://www.thestar.com.my/news/nation/2025/10/25/jalan-tun-sardon-to-remain-closed-following-six-new-landslides,https://apicms.thestar.com.my/uploads/images/2025/10/25/3587935.jpg,,"BALIK PULAU: Jalan Tun Sardon (Bukit Baru) will be closed until further notice following six new landslides.
State Infrastructure and transport committee chairman Zairil Khir Johari said initial pla… [+2174 chars]",
289f0630580920c733a7a64791b67a21,2025-10-25T18:53:17Z,'landslide',timesofindia.indiatimes.com,en,0.0,Minor landslide at Altinho worries Panaji residents,Panaji: The sudden heavy rain over the last few days caused a minor landslide near the old high court building at the foot of Altinho on Saturday. Loc.,https://timesofindia.indiatimes.com/city/goa/minor-landslide-at-altinho-worries-panaji-residents/articleshow/124816317.cms,"https://static.toiimg.com/thumb/msid-124816317,width-1070,height-580,imgsize-32136,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",,"Follow Us On Social Media
Copyright © 2025 Bennett, Coleman &amp; Co. Ltd. All rights reserved. For reprint rights: Times Syndication Service",
74f7e975bafb57865aa6fa33d032d52a,2025-10-27T02:33:07Z,'landslide',www.cnbc.com,en,0.0,Argentina's midterm election hands landslide win to Milei's libertarian overhaul,Early results in Argentina's legislative elections on Sunday showed a landslide victory for President Javier Milei.,https://www.cnbc.com/2025/10/27/argentinas-midterm-election-hands-landslide-win-to-mileis-libertarian-overhaul.html,https://image.cnbcfm.com/api/v1/image/108091223-1737638877407-gettyimages-2194781713-AFP_36VM727.jpeg?v=1738771625&w=1920&h=1080,,"Early results in Argentina's legislative elections on Sunday showed a landslide victory for President Javier Milei as voters overwhelmingly backed his free-market reforms and deep austerity measures,… [+2479 chars]",
b60970ad4a45e2f47af7154099ae06b2,2025-10-27T10:54:32Z,'rock fall',incrediblethings.com,en,0.0,5 Common Slope Stabilisation Methods to Know if You’re Building Near a Hill,"Australia is well-known for having rugged, diverse, and unstable landscapes. All of these factors can increase the risks of landslides, erosion, and rockfalls. Whether you’re planning to build a residential home or a commercial structure, it’s essential to kn…",https://incrediblethings.com/home/5-common-slope-stabilisation-methods-to-know-if-youre-building-near-a-hill/,https://incrediblethings.com/wp-content/uploads/2022/02/bigstock-Construction-Man-1450052.jpg,,"Australia is well-known for having rugged, diverse, and unstable landscapes. All of these factors can increase the risks of landslides, erosion, and rockfalls. Whether youre planning to build a resid… [+5373 chars]",
4dab3218a8f552c9f92b19709159b199,2025-10-28T09:10:27Z,'landslide',www.yahoo.com,en,0.0,Posts use AI video to exaggerate severity of Malaysia parking lot landslide,"After a mudslide damaged about a dozen parked vehicles near a hillside in Malaysia's northern Penang state on October 24, a dramatic video circulated in...",https://www.yahoo.com/news/articles/posts-ai-video-exaggerate-severity-091027510.html,https://s.yimg.com/ny/api/res/1.2/xC.5mrMfXrQ34MtrAnHpHA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/afp_factcheck_us_713/5f11a215cac8b0a0d8795cd1e37acc59,,"After a mudslide damaged about a dozen parked vehicles near a hillside in Malaysia's northern Penang state on October 24, a dramatic video circulated in social media posts falsely claiming it showed … [+2798 chars]",
e1f31059d7e4509dc0430fd9cf2122e8,2025-10-29T21:30:50Z,'landslide',japantoday.com,en,0.0,"Hurricane Melissa leaves dozens dead in trail of destruction across Cuba, Haiti and Jamaica","Hurricane Melissa left at least dozens dead and widespread destruction across Cuba, Haiti and Jamaica, where roofless homes, toppled utility poles and water-logged furniture dominated the landscape Wednesday. A landslide blocked the main roads of Santa Cruz i…",https://japantoday.com/category/world/hurricane-melissa-makes-landfall-in-eastern-cuba-as-a-category-3-storm,,,"Hurricane Melissa left at least dozens dead and widespread destruction across Cuba, Haiti and Jamaica, where roofless homes, toppled utility poles and water-logged furniture dominated the landscape W… [+6221 chars]",
545bb5918dc4e21e5f4437a84bac01f4,2025-10-30T16:00:00Z,'landslide road',www.thestar.com.my,en,0.0,Post-landslide road restrictions burden villagers,"BALIK PULAU: Vehicle weight and size restrictions imposed on Jalan Teluk Bahang here following recent landslides have made life miserable for many villagers, with some traders having to make repeated trips using two-wheelers, or use very long diversions. Read…",https://www.thestar.com.my/news/nation/2025/10/31/post-landslide-road-restrictions-burden-villagers,https://apicms.thestar.com.my/uploads/images/2025/10/31/3598433.jpg,,"BALIK PULAU: Vehicle weight and size restrictions imposed on Jalan Teluk Bahang here following recent landslides have made life miserable for many villagers, with some traders having to make repeated… [+2874 chars]",
03d13d6cf5d9885611d1282fd9823d75,2025-10-30T16:10:41Z,'landslide',en.protothema.gr,en,0.0,"Endless thriller in Valtonera, Amyntaio, Florina: The sinkholes “swallow” the houses","The great landslide of 2017, the findings of Efthymios Lekkas and five other agencies highlighting the need for immediate expropriations and relocation of residents – The “cry of anguish” of the villagers and their judicial vindication, yet the unexplained in…",https://en.protothema.gr/2025/10/30/endless-thriller-in-valtonera-amyntaio-florina-the-sinkholes-swallow-the-houses/,https://en.protothema.gr/wp-content/uploads/2025/10/baltonero-xrm-1.jpg-1.jpg,,"Valtonera. A village 12 kilometers from Amyntaio, Florina, but much closerjust 1,800 meters from the PPC (Public Power Corporation) mine in the area. Like other villages and settlements in the region… [+7939 chars]",
19105667be2de7617cfa89deef28dd0b,2025-10-31T02:43:32Z,'landslide',www.abc.net.au,en,0.0,Houses flattened after landslide strikes Papua New Guinean village,"Police say 21 people have been killed in a landslide in Papua New Guinea's highlands overnight, with bodies still being recovered.",https://www.abc.net.au/news/2025-10-31/papua-new-guinea-landslide-kukas-enga-province/105957220,https://live-production.wcms.abc-cdn.net.au/eaf4a3771c9bbd5af97d690cc95ccf1a?impolicy=wcms_watermark_news&cropH=430&cropW=765&xPos=0&yPos=254&width=862&height=485&imformat=generic,,"Police say 21 people have been killed in a landslide in Papua New Guinea's highlands overnight, with bodies still being recovered.
They say the landslide struck the small village of Kukas in Enga Pr… [+1365 chars]",
72deb9eb596592a494c962767fbdf236,2025-10-31T04:03:48Z,'landslide',english.khabarhub.com,en,0.0,Landslide near Tuin Khola blocks Muglin–Narayangadh road,"CHITWAN: Vehicular movement along the Muglin–Narayangadh road section has been disrupted after a landslide occurred near Tuin Khola bridge. According to Chitwan Police, the landslide debris has blocked both lanes of the busy highway, halting all traffic movem…",https://english.khabarhub.com/2025/31/503602/,https://english.khabarhub.com/wp-content/uploads/2025/09/Tuinkhola-e1758781651183.jpg,,"CHITWAN: Vehicular movement along the MuglinNarayangadh road section has been disrupted after a landslide occurred near Tuin Khola bridge.
According to Chitwan Police, the landslide debris has block… [+557 chars]",
0d81ab8498173b9291bdaf0457b140f6,2025-10-31T05:13:09Z,'landslide road',english.khabarhub.com,en,0.0,Muglin–Narayangadh road reopens after landslide clearance,"CHITWAN: The Muglin–Narayangadh road section near Tuin Khola bridge has reopened after being briefly blocked by a landslide on Thursday. The road was cleared within half an hour, according to authorities. Ishwar Chhetri, supervisor at the Road Division Office…",https://english.khabarhub.com/2025/31/503605/,https://english.khabarhub.com/wp-content/uploads/2025/10/Muglin–Narayangadh-road-tuin-khola.jpg,,"CHITWAN: The MuglinNarayangadh road section near Tuin Khola bridge has reopened after being briefly blocked by a landslide on Thursday. The road was cleared within half an hour, according to authorit… [+198 chars]",
69ba8b96f1c898933202b4e036e81eac,2025-10-31T05:54:18Z,'landslide road',www.counterpunch.org,en,0.0,The Left Wins the Irish Presidential Election in a Landslide,"Catherine Connolly (born 1957) only became involved in active politics in 1999. Michael D. Higgins, the outgoing president of Ireland (2011-2025), encouraged Connolly to join the Labour Party and stand for election. Both Connolly and Higgins (known in Ireland…",https://www.counterpunch.org/2025/10/31/the-left-wins-the-irish-presidential-election-in-a-landslide/,https://www.counterpunch.org/wp-content/uploads/2025/10/Catherine_Connolly_-_9_April_2024_79.jpg,,"Photograph Source: Houses of the Oireachtas – CC BY 2.0
Catherine Connolly (born 1957) only became involved in active politics in 1999. Michael D. Higgins, the outgoing president of Ireland (2011-20… [+6073 chars]",
ebb821fd320f7a116241033d6da63c4e,2025-10-31T06:45:07Z,'landslide',english.khabarhub.com,en,0.0,BP Highway blocked by landslide in Kavrepalanchok,"KATHMANDU: Due to heavy rain, sections of the BP Highway in Kavrepalanchok have been blocked as boulders and rocks fell onto the road. The affected areas include Chaukidanda in Namobuddha Municipality-6, and several points in Roshi Rural Municipality, includi…",https://english.khabarhub.com/2025/31/503616/,https://english.khabarhub.com/wp-content/uploads/2025/10/BP-highway.jpg,,"KATHMANDU: Due to heavy rain, sections of the BP Highway in Kavrepalanchok have been blocked as boulders and rocks fell onto the road.
The affected areas include Chaukidanda in Namobuddha Municipali… [+528 chars]",
14b942d5bd38425a21ba10ddc15f2309,2025-10-31T08:05:20Z,'landslide',nep123.com,en,0.0,Dharan-Dhankuta Road Partially Collapses,"Dharan-Dhankuta Road Partially Closed Due to Landslide: Travel Advisory The Dharan-Dhankuta road is currently experiencing significant travel disruptions due to a landslide. As of this morning at 11 AM, approximately 10 meters of the road in Sangurigadhi Rura…",https://nep123.com/dharan-dhankuta-road-partially-collapses/,https://nep123.com/wp-content/uploads/2025/09/basantapur_featured.jpg,,"Dharan-Dhankuta Road Partially Closed Due to Landslide: Travel Advisory
The Dharan-Dhankuta road is currently experiencing significant travel disruptions due to a landslide. As of this morning at 11… [+953 chars]",
b35c7b8deb77e6f647846ab33b370755,2025-10-31T10:15:00Z,'landslide road',www.thestar.com.my,en,0.0,Jalan Tun Sardon to reopen at 8pm tonight (Oct 31),GEORGE TOWN: Jalan P14 Jalan Tun Sardon near here will reopen to traffic at 8pm on Friday (Oct 31) after the route was closed due to a landslide. Read full story,https://www.thestar.com.my/news/nation/2025/10/31/jalan-tun-sardon-to-reopen-at-8pm-tonight-oct-31,https://apicms.thestar.com.my/uploads/images/2025/10/31/3599619.jpg,,"GEORGE TOWN: Jalan Tun Sardon near here will reopen to traffic at 8pm on Friday (Oct 31) after the route was closed due to a landslide.
Penang infrastructure, transport and digital committee chairma… [+666 chars]",
7e33f5d07f8edcf801ae9de4bc05206e,2025-10-31T11:25:20Z,'landslide rain',indianexpress.com,en,0.0,"Flash flood and landslide risks high: Cyclone after-effect drenches North Bengal, with red alert for three districts","Thunderstorms with gusty wind and lightning will accompany rain across all of North Bengal’s districts on Friday, the IMD said",https://indianexpress.com/article/cities/kolkata/flash-flood-and-landslide-risks-high-in-north-bengal-10338067/,https://images.indianexpress.com/2025/10/norrth.png,,"The India Meteorological Department (IMD) has issued a severe weather alert for North Bengal, warning of extremely heavy rainfall on Friday, October 31.“The system (Cyclone Montha) is currently posit… [+2148 chars]",
1c319af2c6b51b783b52a3c4b47f7b74,2025-10-31T12:45:04Z,'landslide',abcnews.go.com,en,0.0,Floods kill 13 in Central Vietnam as rescue operations push forward,Rescue operations have intensified across central Vietnam as floodwaters recede after days of record rain and deadly landslides that left at least 13 people dead and 11 missing,https://abcnews.go.com/International/wireStory/floods-kill-13-central-vietnam-rescue-operations-push-127052301,https://i.abcnewsfe.com/a/42b1798f-6d71-47f8-9528-4d03f0ca5191/wirestory_41ea9fdfe6121d1dff276a586f7ffb50_16x9.jpg?w=1600,,"HANOI, Vietnam -- Rescue operations intensified Friday across central Vietnam as floodwaters receded after days of record rain and deadly landslides that left at least 13 people dead, 11 missing and … [+2594 chars]",
